"id","name","domain_name","address","city","state","country","postal_code","industry","employees","website","phone","customer_type","notes","created_at","updated_at","deleted_at","created_by","updated_by","customer_code","email"
"005e42fd-4fcb-4f83-8aeb-c1abd876f2d3","性能测试公司13","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96687212","perf-test-13@test.com"
"829424f5-2b51-433a-9eab-b8619b4fd7b0","性能测试公司2","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP9661311","perf-test-2@test.com"
"817cf785-f200-4928-837a-66e79de31b27","性能测试公司17","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96710616","perf-test-17@test.com"
"fa8634bd-92d2-4b35-a53b-a52b78a3144a","性能测试公司4","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP9662753","perf-test-4@test.com"
"d58bf859-f1ec-4730-ae74-6c7573da92af","性能测试公司995","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY030921994","perf-test-995@test.com"
"066f0f4c-7a1a-4bfd-9ea4-8c1c0243e548","性能测试公司8","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP9665307","perf-test-8@test.com"
"c8f667ec-4c7a-48b9-9b0c-3ba9cef35d84","性能测试公司7","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY9664666","perf-test-7@test.com"
"654738e5-4d5a-4813-bf7b-407862cfef6f","性能测试公司45","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96887044","perf-test-45@test.com"
"caf55dd2-fcee-4393-90c6-73c5ec734c90","性能测试公司29","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96786628","perf-test-29@test.com"
"80630cbb-aa71-42b4-b0e5-4ce4597f5357","性能测试公司10","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP9666759","perf-test-10@test.com"
"037868fa-9531-46d3-9d95-d3ffbeceb405","性能测试公司11","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96674710","perf-test-11@test.com"
"e7a60f17-b841-4bfd-b9d6-f15875f9e4c8","性能测试公司12","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96680611","perf-test-12@test.com"
"608b885d-5a25-4be6-b95f-97c17414fae3","性能测试公司37","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96837636","perf-test-37@test.com"
"5efe0188-74bd-4b10-8f73-d2803ac274ac","性能测试公司14","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96693513","perf-test-14@test.com"
"96bb2234-14b4-4ed8-b303-14797a9fcc5e","性能测试公司15","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96699014","perf-test-15@test.com"
"9169d30f-ae7f-4970-a58d-2df3765702c8","性能测试公司16","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96705015","perf-test-16@test.com"
"ab6a546e-f534-4d33-bf8a-59373a42fdee","性能测试公司49","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96911748","perf-test-49@test.com"
"7a40904f-d439-484b-823b-76e8544643b7","性能测试公司18","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96717317","perf-test-18@test.com"
"197e1d0d-cbbe-48d0-9aca-6cee27d7660f","性能测试公司19","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96723618","perf-test-19@test.com"
"dabf31f2-3ed7-423c-b068-c3369fe066f8","性能测试公司20","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96729419","perf-test-20@test.com"
"1c60d405-f91b-4b86-8037-a9516d885be7","性能测试公司24","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96755523","perf-test-24@test.com"
"e299e722-1173-4a36-8f38-5b3dae221166","性能测试公司23","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96749722","perf-test-23@test.com"
"de7e4fa8-975a-45d0-9378-d0d6d85035dc","性能测试公司6","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP9663965","perf-test-6@test.com"
"e9ecdec0-4362-46cc-8723-b2faa1ec1d10","性能测试公司60","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96979059","perf-test-60@test.com"
"5060e008-2235-4c01-afda-8a1896aa9882","性能测试公司25","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96761824","perf-test-25@test.com"
"7e83807b-cd9c-4ff4-8b1f-32ef63a3d205","性能测试公司26","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96768125","perf-test-26@test.com"
"2285de9e-93b4-4c2e-91bd-596e68a30dce","性能测试公司27","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96774826","perf-test-27@test.com"
"95394447-b58d-4dc6-b5df-0568ff1ea3ab","性能测试公司28","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96780727","perf-test-28@test.com"
"dff668a9-1ca1-4b6b-a938-dab54ae5a9c7","性能测试公司73","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97062172","perf-test-73@test.com"
"12655bf0-87fd-4c00-9e53-aced42f27cd9","性能测试公司30","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96793229","perf-test-30@test.com"
"d66f3190-8fdb-48be-857f-4a82334cefb0","性能测试公司31","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96799130","perf-test-31@test.com"
"eb6d8915-c500-4cf0-b058-ea176e011167","性能测试公司32","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96806731","perf-test-32@test.com"
"a72e24be-0ebe-41f5-a827-f4a05c171e37","性能测试公司33","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96812932","perf-test-33@test.com"
"6a2fc501-edbd-4e3d-92fe-1ef9e60f96f9","性能测试公司34","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96819633","perf-test-34@test.com"
"357e05bc-0966-44a4-928b-a6af31080db4","性能测试公司35","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96825534","perf-test-35@test.com"
"2214f44a-8d93-40c2-aa29-7422dfd8eacf","性能测试公司36","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96831235","perf-test-36@test.com"
"f65355b6-1119-48ce-a15b-43bf025a50e8","性能测试公司89","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97165088","perf-test-89@test.com"
"7e328249-fb2f-41f0-a1c2-7ed9639e0dca","性能测试公司38","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96843937","perf-test-38@test.com"
"393e61a9-1854-4c63-a9d0-90503a0bda8b","性能测试公司39","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96850238","perf-test-39@test.com"
"8401dc1c-9520-4085-ab15-4ac86bf946f1","性能测试公司40","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96856539","perf-test-40@test.com"
"d1051450-8f33-4b6a-a047-09a576a83972","性能测试公司41","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96862740","perf-test-41@test.com"
"43099ec1-08da-4a2a-8c03-2c5ee970dc05","性能测试公司42","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96869041","perf-test-42@test.com"
"e6ce15e7-001b-4fda-a4ae-a6c1a1b7eddf","性能测试公司43","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96874842","perf-test-43@test.com"
"1bf114a9-1f37-4bc1-bca3-b9c1aad62845","性能测试公司48","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96905847","perf-test-48@test.com"
"498cd047-cb03-4ea8-ab5e-9bb2c9b9b84b","性能测试公司105","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY972733104","perf-test-105@test.com"
"08cc7329-18db-4fac-88f7-6027774c4740","性能测试公司50","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96917649","perf-test-50@test.com"
"d4edd528-72c1-4acb-9aa3-25f3fff285d1","性能测试公司51","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96923950","perf-test-51@test.com"
"5c0c6e1a-d8bb-48dc-ba75-92f3354219b1","性能测试公司52","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96929451","perf-test-52@test.com"
"baf792cd-c627-4489-a819-8963b0862da7","性能测试公司53","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96935552","perf-test-53@test.com"
"f41ac7cb-92d5-4d2c-9842-4a27ef0bf023","性能测试公司54","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96941353","perf-test-54@test.com"
"b24052c5-6ba9-4a05-9aee-879b8fa2d642","性能测试公司55","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96948154","perf-test-55@test.com"
"6376d08c-3896-4023-ada2-dcc0596cf3f5","性能测试公司56","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96954855","perf-test-56@test.com"
"0bfa2306-a48f-4e13-98a3-5c21a0da964c","性能测试公司59","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96973158","perf-test-59@test.com"
"ab2bcc6f-acd3-448f-9903-d412c5325f2d","性能测试公司22","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96741821","perf-test-22@test.com"
"5dee6f94-7621-4c83-8b8d-9a6b7b6b14d4","性能测试公司124","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP973981123","perf-test-124@test.com"
"8be652e9-2d43-4b68-810e-eae346d9abef","性能测试公司123","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY973912122","perf-test-123@test.com"
"c7dce019-690e-4f93-ac33-ae679767a5da","性能测试公司61","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96985760","perf-test-61@test.com"
"196a1424-8370-4e12-9d8c-41307ba5c730","性能测试公司62","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP96992061","perf-test-62@test.com"
"aea06e78-1837-4881-bbd5-a0ae78351a15","性能测试公司63","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY96997862","perf-test-63@test.com"
"99665804-7eeb-4255-bb03-cb3627d7a270","性能测试公司64","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97004563","perf-test-64@test.com"
"fb472ac9-c704-48b6-bf66-b58b03771343","性能测试公司65","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97012264","perf-test-65@test.com"
"20bceffc-7ba3-4f49-a196-3f0b6ea9ace3","性能测试公司66","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97018065","perf-test-66@test.com"
"7d436345-8f01-4d01-80ab-26ef6e284916","性能测试公司67","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97024566","perf-test-67@test.com"
"f3872a18-b237-476f-8b82-573d51900aa6","性能测试公司68","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97030267","perf-test-68@test.com"
"b14a16fd-b880-40ee-b50b-5db27895ce3d","性能测试公司69","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97036468","perf-test-69@test.com"
"eb912e34-04cf-45be-b3e6-393a55738ee3","性能测试公司70","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97042869","perf-test-70@test.com"
"27ccf680-93a7-4443-8545-368d040dad54","性能测试公司71","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97048670","perf-test-71@test.com"
"f68850b7-e97f-48a1-bc8f-c1fdca997996","性能测试公司72","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97055471","perf-test-72@test.com"
"5c05718a-8a6a-4676-bc91-aa717b30e02c","性能测试公司153","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY975826152","perf-test-153@test.com"
"4e525579-c34c-498f-b647-f660a37f06dd","性能测试公司74","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97067973","perf-test-74@test.com"
"37048287-4bc9-42ef-aed9-f2ef2eabed90","性能测试公司75","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97073874","perf-test-75@test.com"
"1b708fac-813e-44b3-bfde-9db28d478f50","性能测试公司76","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97079575","perf-test-76@test.com"
"5c082be7-f8d4-4f41-8501-6671cfaee4ed","性能测试公司77","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97085876","perf-test-77@test.com"
"a127519d-b34f-41f2-b6c5-187e656ba540","性能测试公司78","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97092177","perf-test-78@test.com"
"e4c25f8b-eac0-478c-9f93-2f45be7c1140","性能测试公司79","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97098278","perf-test-79@test.com"
"4c4d7272-6177-4cab-b484-b2c017ea5314","性能测试公司80","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97106679","perf-test-80@test.com"
"961fe799-984c-4b07-be10-d82fb149f523","性能测试公司81","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97112580","perf-test-81@test.com"
"7f7e977f-c3f0-467c-a370-91115d831216","性能测试公司82","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97119181","perf-test-82@test.com"
"cf8dfa1f-3e6c-48b9-b444-02226068a91e","性能测试公司83","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97125082","perf-test-83@test.com"
"b0227e5d-1861-4b6d-9406-b6df4673901b","性能测试公司84","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97131783","perf-test-84@test.com"
"69701eeb-b294-4ee1-9fbd-6be2745d4f26","性能测试公司85","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97138084","perf-test-85@test.com"
"571119aa-2c7b-4eec-89d1-06fcb9398b8e","性能测试公司86","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97144385","perf-test-86@test.com"
"ef189e70-703d-4f74-b342-90cfb46adbd8","性能测试公司87","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97152386","perf-test-87@test.com"
"74cab4d5-550d-4f45-bc62-f1aac4dad24d","性能测试公司88","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97158787","perf-test-88@test.com"
"130c1d02-6da0-41af-89da-fcdb1c52370c","性能测试公司185","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY977803184","perf-test-185@test.com"
"86eea653-dfe3-460c-b6e4-e26fedd06358","性能测试公司90","","","","","","","","","","","SUPPLIER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","SUP97171789","perf-test-90@test.com"
"64b62af8-3f8b-4515-9e3d-1be14aff9a9e","性能测试公司91","","","","","","","","","","","BUYER","","""2026-01-08T16:49:26.065Z""","""2026-01-08T16:49:26.065Z""","","94e66b60-911e-4955-bdbc-0b3bdddb3518","","BUY97178190","perf-test-91@test.com"
